id,degree,eigenvector,closeness,page_name,predicted_eigen,eigen_residual,degree_rank,eigen_rank,closeness_rank,betweenness,betweenness_rank,bonacich_neutral,bonacich_neutral_rank,bonacich_supportive,bonacich_supportive_rank,bonacich_suppressive,bonacich_suppressive_rank,rank_change_supportive,rank_change_suppressive
714,0.059006211180124224,4.1054482673129455e-05,0.38526338495011275,Trevor Mallard MP,0.027273675705788356,-0.027232621223115226,1057.0,3144.0,3169.0,2.5775147648473867e-05,2555.0,0.22056618642255002,1412.0,0.11046845056176224,1571.0,3.329213645553697e-05,3270.0,159.0,1858.0
716,0.003105590062111801,5.422499784232548e-05,0.4397918578920708,Daniela Holzinger-Vogtenhuber,-0.005921805671771637,0.005976030669613963,4292.0,2929.0,2307.0,1.1664350132032524e-06,3669.0,0.1785649541694388,4896.0,0.08215412793872463,4904.0,5.402798156094189e-05,2909.0,8.0,-1987.0
719,0.006211180124223602,8.566119543263545e-08,0.1594610981669057,Zbyněk Stanjura,-0.0040776122619071925,0.0040776979231026255,3825.0,5406.0,5590.0,8.765149643834382e-05,1942.0,0.1801782718168657,4461.0,0.08305171525294873,4581.0,8.563981306621025e-08,5405.0,120.0,944.0
720,0.09316770186335403,0.014995933520756417,0.723474135871035,Mechthild Heil,0.04755980321429724,-0.03256386969354082,571.0,476.0,20.0,0.006790013595181313,100.0,0.28935765058787155,473.0,0.17630718385552457,478.0,0.014981858062392652,476.0,5.0,3.0
721,0.10248447204968944,8.703950221045529e-05,0.37864070415854045,Murray Thompson MP,0.05309238344389058,-0.05300534394168012,496.0,2576.0,3258.0,2.189838967263621e-05,2645.0,0.2633142485780353,679.0,0.14475580797773246,767.0,6.810472570152102e-05,2716.0,88.0,2037.0
722,0.049689440993788817,0.000698748639979447,0.36934827824959515,Greg Fergus,0.021741095476195023,-0.021042346836215576,1281.0,1625.0,3417.0,2.1211135651927731e-07,4015.0,0.2431098492055426,934.0,0.13873969629392688,867.0,0.00069442517409229,1584.0,-67.0,650.0
731,0.009316770186335404,0.0014088460015686986,0.639338512962713,Rafael Anchía,-0.002233418852042748,0.0036422648536114464,3418.0,1247.0,156.0,0.002397030243782422,305.0,0.18742723116553736,3186.0,0.08967009832193822,3016.0,0.001398751534962335,1213.0,-170.0,-1973.0
738,0.049689440993788817,0.00028640621243502656,0.4921944729880726,Martin Lidegaard,0.021741095476195023,-0.021454689263759995,1281.0,2046.0,1267.0,2.4945105595771008e-05,2576.0,0.21518596279664426,1572.0,0.107163203497227,1715.0,0.0002856087270339699,2000.0,143.0,428.0
743,0.059006211180124224,0.005229004248147542,0.5594223430697561,Paul Rübig,0.027273675705788356,-0.022044671457640812,1057.0,678.0,504.0,0.001713621837460014,393.0,0.23462709630408513,1100.0,0.12595690503206725,1119.0,0.005227059980980638,670.0,19.0,-430.0
760,0.037267080745341616,0.00012596839016038378,0.461650729132244,Valérie Pécresse,0.01436432183673725,-0.014238353446576866,1656.0,2374.0,1851.0,8.581527804488928e-05,1963.0,0.2038538440295077,1976.0,0.09895244808028492,2115.0,0.00012584916211470098,2348.0,139.0,372.0
762,0.031055900621118012,1.1427179690979511e-05,0.3427087065446655,Rose de Freitas,0.01067593501700836,-0.01066450783731738,1883.0,3974.0,3875.0,5.0710021835083194e-05,2248.0,0.20087765961474582,2132.0,0.09746226861340421,2234.0,1.1318393715521674e-05,3972.0,102.0,1840.0
765,0.009316770186335404,1.8796666842458437e-06,0.3007935222672065,Martín Orozco,-0.002233418852042748,0.002235298518726994,3418.0,4624.0,4618.0,9.578736402909019e-07,3724.0,0.18341273227642607,3783.0,0.08534833008067039,3860.0,1.8671974362813214e-06,4624.0,77.0,841.0
768,0.09006211180124224,4.415960854607828e-05,0.4274568179432261,李進勇,0.0457156098044328,-0.045671450195886726,606.0,3086.0,2507.0,0.0001915877169672153,1454.0,0.24889237469206607,829.0,0.13100952270684543,1023.0,4.371185358450175e-05,3070.0,194.0,2241.0
775,0.0,3.951673660529049e-05,0.3324524652441978,Hans Niessl,-0.007765999081636081,0.007805515818241371,4944.0,3172.0,4032.0,0.0,4316.0,0.17671315776775698,5345.0,0.08099230271918616,5347.0,3.951064043916406e-05,3147.0,2.0,-2198.0
788,0.003105590062111801,3.0305886649738807e-05,0.3151557893849224,Aron Modig,-0.005921805671771637,0.0059521115584213755,4292.0,3367.0,4326.0,0.0,4316.0,0.17856040441878354,4899.0,0.08216348726194352,4896.0,3.0296580961114488e-05,3343.0,-3.0,-1556.0
791,0.012422360248447204,9.112722303683568e-06,0.35255430152519246,Andrew Wall MLA,-0.0003892254421783044,0.00039833816448198796,3051.0,4069.0,3708.0,6.290253852470291e-06,3127.0,0.184884034685081,3540.0,0.08643771766543686,3609.0,6.784589042035019e-06,4156.0,69.0,616.0
800,0.021739130434782608,5.300663658021263e-05,0.4194779284527152,看見幸福 呂玉玲,0.005143354787415028,-0.005090348150834816,2319.0,2950.0,2664.0,2.527687825905177e-07,3986.0,0.19338680944471134,2631.0,0.09221005012995166,2720.0,5.2541465282166633e-05,2930.0,89.0,299.0
801,0.003105590062111801,1.647536375712159e-05,0.34912201090312817,Catherine McKinnell,-0.005921805671771637,0.005938281035528759,4292.0,3762.0,3781.0,0.0,4316.0,0.17889371709322113,4727.0,0.0823915439222144,4777.0,1.645722694278708e-05,3744.0,50.0,-983.0
802,0.12732919254658384,0.0005496355561475597,0.5550766956924092,Mathias Cormann,0.06784593072280612,-0.06729629516665855,325.0,1742.0,541.0,0.0011846567972348184,547.0,0.3037658321100975,385.0,0.18142678184963376,447.0,0.0004969843999732279,1746.0,62.0,1361.0
806,0.024844720496894408,0.0025673360871270264,0.415869023761979,Anders Ygeman,0.006987548197279472,-0.004420212110152446,2172.0,903.0,2748.0,0.0025841502176013583,281.0,0.1921338360392291,2734.0,0.09143947731607366,2815.0,0.0025673165706110424,867.0,81.0,-1867.0
811,0.11180124223602485,0.002002932268744192,0.4930420486479854,Anne Stanley MP,0.05862496367348391,-0.05662203140473972,428.0,1020.0,1252.0,5.5657214603468635e-05,2204.0,0.3140170438023122,337.0,0.2106708422968081,326.0,0.001216200403415072,1326.0,-11.0,989.0
812,0.006211180124223602,7.696802083621218e-06,0.44463360155374404,Edgar Chagwa Lungu,-0.0040776122619071925,0.004085309063990814,3825.0,4115.0,2209.0,0.0011062342557469032,603.0,0.18169844449295552,4106.0,0.08434282360667389,4124.0,7.259861375660437e-06,4121.0,18.0,15.0
815,0.021739130434782608,1.8753707967759854e-05,0.38176731390246693,Harold LeBel,0.005143354787415028,-0.0051246010794472685,2319.0,3703.0,3222.0,3.8702275706785146e-06,3327.0,0.19281549872229403,2681.0,0.09169249214897807,2783.0,1.8720420744941227e-05,3690.0,102.0,1009.0
817,0.015527950310559006,8.015750880574773e-06,0.329843249014142,Marcio Bittar,0.0014549679676861393,-0.0014469522168055644,2776.0,4100.0,4076.0,0.00017593643192890068,1531.0,0.19044081016518888,2868.0,0.09064757417098199,2892.0,7.939291178794483e-06,4094.0,24.0,1226.0
819,0.015527950310559006,1.912849642101016e-06,0.35070239940594344,Van Taylor,0.0014549679676861393,-0.0014530551180440383,2776.0,4619.0,3767.0,0.0011759456133580376,565.0,0.18718475412315758,3218.0,0.08767959292500199,3333.0,1.9013842962205815e-06,4616.0,115.0,1398.0
827,0.12111801242236025,4.845538170510318e-05,0.4281896044281584,魏明谷,0.06415754390307725,-0.06410908852137215,363.0,3012.0,2482.0,0.0004900927963435176,907.0,0.26967244571986565,623.0,0.14459025134927053,773.0,4.794361985533637e-05,2999.0,150.0,2376.0
831,0.037267080745341616,0.00571818728561902,0.48514302754636063,Gisela Manderla,0.01436432183673725,-0.00864613455111823,1656.0,649.0,1368.0,2.2596078921074887e-05,2630.0,0.22351743335943003,1338.0,0.12045043549855364,1249.0,0.005716962556057898,644.0,-89.0,-694.0
832,0.003105590062111801,0.0013777736620953455,0.4643782656337258,Christel Voßbeck-Kayser,-0.005921805671771637,0.007299579333866982,4292.0,1278.0,1800.0,0.0,4316.0,0.18723005739981002,3215.0,0.0907652060725977,2881.0,0.001377422263923044,1230.0,-334.0,-1985.0
835,0.034161490683229816,0.00013875100109562072,0.4510728320559503,Al Franken,0.012520128426872805,-0.012381377425777183,1765.0,2339.0,2042.0,0.00030305251144256045,1197.0,0.19740110500783473,2346.0,0.09388814321177646,2536.0,0.00013781979511748595,2303.0,190.0,-43.0
836,0.003105590062111801,1.193650387759537e-05,0.3437184043281022,Juan Manuel Carreras López,-0.005921805671771637,0.005933742175649233,4292.0,3953.0,3865.0,0.0,4316.0,0.17926828209802292,4637.0,0.08272029124686729,4684.0,1.1919125183638882e-05,3938.0,47.0,-699.0
837,0.006211180124223602,1.526332324467481e-05,0.36686589705669903,Marina Sant'Anna,-0.0040776122619071925,0.004092875585151867,3825.0,3807.0,3493.0,0.0,4316.0,0.18527353370475574,3486.0,0.08759729094885621,3354.0,1.5192379702755204e-05,3795.0,-132.0,309.0
842,0.018633540372670808,0.004430349909418541,0.6816839338848252,Martin Brandl MdL,0.0032991613775505847,0.0011311885318679568,2542.0,722.0,54.0,0.0005248085912743449,881.0,0.20186875126905698,2082.0,0.10298582676386461,1901.0,0.0044187518180916424,713.0,-181.0,-1369.0
845,0.027950310559006212,0.004069153745540095,0.47237973340928113,Maik Beermann,0.008831741607143917,-0.0047625878616038226,2025.0,760.0,1608.0,2.4433955931563116e-06,3475.0,0.2183007887262672,1484.0,0.116611579395089,1362.0,0.004067999277473197,743.0,-122.0,-741.0
847,0.003105590062111801,2.9311046507876496e-07,0.28420176203880737,Stewart Jackson,-0.005921805671771637,0.005922098782236716,4292.0,5237.0,4888.0,0.0,4316.0,0.1814964561043381,4139.0,0.08452490852867636,4068.0,2.885584647403661e-07,5237.0,-71.0,1098.0
848,0.037267080745341616,0.00022432819542805718,0.5152905653811222,Mayor Paul Antonio,0.01436432183673725,-0.014139993641309193,1656.0,2152.0,944.0,0.00023780083851475276,1322.0,0.2112836175722526,1689.0,0.10836918917596593,1655.0,0.0001621793213508064,2242.0,-34.0,553.0
855,0.009316770186335404,0.0017921000918963569,0.484454665736444,Λευτέρης Χριστοφόρου - Lefteris Christoforou,-0.002233418852042748,0.0040255189439391045,3418.0,1080.0,1375.0,2.2889769325967197e-05,2625.0,0.19150340204365818,2789.0,0.09364724835678008,2560.0,0.0017917302451292698,1048.0,-229.0,-1741.0
856,0.003105590062111801,4.725089404266841e-06,0.3327294873977132,Politiker Claus Kvist Hansen,-0.005921805671771637,0.005926530761175904,4292.0,4286.0,4023.0,0.0,4316.0,0.17891875165642204,4710.0,0.0824263203462316,4762.0,4.706709990333675e-06,4280.0,52.0,-430.0
860,0.003105590062111801,4.140405992344548e-07,0.27648749719054677,Captain Amarinder Singh,-0.005921805671771637,0.005922219712370872,4292.0,5147.0,5018.0,0.0,4316.0,0.1785302648795269,4910.0,0.08208277299439365,4946.0,4.0867137562084077e-07,5146.0,36.0,236.0
869,0.012422360248447204,0.0005289296854148377,0.43535988069631815,Manfred Juraczka,-0.0003892254421783044,0.000918155127593142,3051.0,1759.0,2366.0,0.0011761780594318131,562.0,0.18556831790330758,3433.0,0.08706743256459178,3467.0,0.0005288577263220729,1720.0,34.0,-1713.0
870,0.009316770186335404,7.801679631489657e-07,0.31417118765169805,Sajith Premadasa,-0.002233418852042748,0.002234199020005897,3418.0,4958.0,4346.0,0.0,4316.0,0.18203728677927333,4053.0,0.08420164566564872,4172.0,7.577247204538262e-07,4959.0,119.0,906.0
873,0.034161490683229816,0.0005154749799992261,0.5210505369960801,Morten Østergaard,0.012520128426872805,-0.012004653446873579,1765.0,1771.0,879.0,8.646096698362849e-05,1958.0,0.20356744377043548,1993.0,0.09949246817749631,2083.0,0.0005143724940917088,1732.0,90.0,-261.0
875,0.018633540372670808,0.004219434480135586,0.4994301364270405,Oliver Kehrl,0.0032991613775505847,0.0009202731025850014,2542.0,743.0,1158.0,2.123794445345947e-05,2664.0,0.20367105360589657,1985.0,0.10457879896484358,1827.0,0.0042177286928808625,731.0,-158.0,-1254.0
877,0.003105590062111801,2.0881279168934063e-06,0.3654660405872675,Sharren Haskel שרן השכל,-0.005921805671771637,0.00592389379968853,4292.0,4580.0,3528.0,0.00020877543898397872,1400.0,0.17925039928711808,4644.0,0.08273266314898312,4683.0,1.8756048422651765e-06,4623.0,39.0,-21.0
879,0.024844720496894408,1.4534178857304015e-06,0.30886111276494405,Zac Goldsmith,0.006987548197279472,-0.006986094779393741,2172.0,4715.0,4445.0,1.882315883477107e-05,2715.0,0.19598136800675284,2428.0,0.09381039288551102,2545.0,1.4370800670956942e-06,4716.0,117.0,2288.0
880,0.0,2.3299282476361473e-05,0.3753133487004854,Tania González Peñas,-0.007765999081636081,0.0077892983641124425,4944.0,3595.0,3288.0,0.0,4316.0,0.17670864430952196,5354.0,0.08098359042305427,5356.0,2.328300465522098e-05,3569.0,2.0,-1785.0
883,0.009316770186335404,1.8229598258727148e-06,0.32864500379077066,Deputado Federal Cabo Sabino,-0.002233418852042748,0.0022352418118686207,3418.0,4638.0,4088.0,0.00021910546559945288,1369.0,0.18324979522844778,3809.0,0.08529264698264076,3879.0,1.8050616479497907e-06,4638.0,70.0,829.0
885,0.009316770186335404,0.000794595060551538,0.4091690137884648,Dietmar Panske,-0.002233418852042748,0.003028013912594286,3418.0,1550.0,2878.0,8.782715073982347e-05,1931.0,0.18814655370817837,3089.0,0.0902414870152302,2939.0,0.0007943656646864231,1509.0,-150.0,-1580.0
886,0.006211180124223602,2.43205684331927e-05,0.4167373304920976,郭國文,-0.0040776122619071925,0.004101932830340385,3825.0,3533.0,2731.0,3.553758767200286e-06,3359.0,0.18266515517929158,3908.0,0.08533513040936794,3864.0,2.410771448073219e-05,3521.0,-44.0,-387.0
888,0.09006211180124224,0.00610634643826516,0.5212463558004893,Florian Graf,0.0457156098044328,-0.039609263366167644,606.0,633.0,874.0,0.0007436008107573778,730.0,0.25117687857946547,802.0,0.1371469874688967,890.0,0.006104711391107131,629.0,88.0,-173.0
890,0.034161490683229816,0.0014045039830193732,0.43094071271829293,יצחק (בוז'י) הרצוג - Isaac Herzog,0.012520128426872805,-0.01111562444385343,1765.0,1253.0,2437.0,0.0015280107614797772,439.0,0.19965221437463584,2204.0,0.09615030604840667,2337.0,0.0014044351770178356,1204.0,133.0,-1000.0
894,0.018633540372670808,2.8039556736150193e-05,0.42767970751053463,Juan Pablo Arenaza,0.0032991613775505847,-0.0032711218208144343,2542.0,3414.0,2496.0,1.0052542814676689e-05,2962.0,0.19226461202780132,2720.0,0.0917790649558986,2769.0,2.779651608771413e-05,3397.0,49.0,677.0
895,0.009316770186335404,2.1630037398088843e-06,0.3229063120412009,Deputado Júlio Cesar,-0.002233418852042748,0.0022355818557825567,3418.0,4569.0,4178.0,4.152418313663353e-06,3288.0,0.18529224412161505,3482.0,0.0870270401839532,3477.0,2.1434735317397216e-06,4565.0,-5.0,1083.0
903,0.015527950310559006,4.608445167497873e-06,0.32924365404797784,Telmário Mota,0.0014549679676861393,-0.0014503595225186414,2776.0,4293.0,4082.0,1.0758202208843033e-05,2946.0,0.1890125149712303,2998.0,0.08943297109792225,3047.0,4.5645582773354094e-06,4290.0,49.0,1292.0
907,0.037267080745341616,8.085231766365336e-05,0.45624522488557573,Rachel Notley,0.01436432183673725,-0.014283469519073597,1656.0,2629.0,1944.0,0.00041849990337973307,974.0,0.20280174727039393,2037.0,0.09850272843431769,2146.0,8.034845959710318e-05,2600.0,109.0,563.0
908,0.059006211180124224,0.0397219526851428,0.4463925014870388,Tom Koenigs,0.027273675705788356,0.012448276979354446,1057.0,320.0,2159.0,4.810721277766701e-05,2271.0,0.23772847125752225,1036.0,0.13786466870698666,880.0,0.0397217843744144,320.0,-156.0,-716.0
920,0.012422360248447204,0.0001245788169318362,0.2563058546768751,Arthur Spring,-0.0003892254421783044,0.0005138042591101405,3051.0,2381.0,5141.0,0.00020522577886928023,1412.0,0.18383256085366823,3721.0,0.08532556877080735,3868.0,0.0001245791386719212,2351.0,147.0,-1370.0
925,0.031055900621118012,0.004877175439965897,0.5398165933813585,Steffen Kampeter,0.01067593501700836,-0.005798759577042462,1883.0,698.0,675.0,2.0974843947870933e-06,3522.0,0.220723442898964,1405.0,0.11881732102307459,1300.0,0.00487570122635494,690.0,-105.0,-715.0
929,0.003105590062111801,7.077381776532678e-07,0.30886111276494405,Jeff Brandes,-0.005921805671771637,0.005922513409949291,4292.0,4985.0,4445.0,0.0003095849296927235,1184.0,0.17867571940162877,4835.0,0.08220580036615434,4873.0,7.02296477792233e-07,4982.0,38.0,147.0
930,0.09627329192546584,0.00010581673432911983,0.4190095284832127,"Len Webber, MP",0.049403996624161686,-0.049298179889832566,548.0,2462.0,2683.0,0.0001892495317409029,1459.0,0.28150038170223174,521.0,0.16645047275061636,556.0,0.00010409744592219182,2445.0,35.0,1924.0
932,0.0,3.0293651286285646e-08,0.20188520102869656,Vittorio Medioli,-0.007765999081636081,0.007766029375287367,4944.0,5516.0,5449.0,0.0,4316.0,0.1765622803979226,5550.0,0.08085322913084378,5551.0,2.995520922427955e-08,5516.0,1.0,-34.0
936,0.07453416149068323,0.033132870428736146,0.4884908487417412,Winfried Kretschmann,0.03649464275511058,-0.0033617723263744334,778.0,353.0,1314.0,0.0005666506196149582,852.0,0.2466395903338073,863.0,0.141273861728472,822.0,0.033132660237596624,353.0,-41.0,-510.0
938,0.003105590062111801,2.504481391846215e-06,0.3145071007030733,Lael Varella,-0.005921805671771637,0.005924310153163483,4292.0,4514.0,4335.0,0.0,4316.0,0.17981219143263594,4517.0,0.08323058427031972,4484.0,2.479626389841456e-06,4510.0,-33.0,-7.0
945,0.2453416149068323,0.0023582191079299917,0.7123535844503046,Tony Abbott,0.137925280297655,-0.135567061189725,76.0,934.0,31.0,0.015764239473201838,41.0,0.4091035728774658,131.0,0.26154594748332843,208.0,0.002232320447702071,932.0,77.0,801.0
947,0.006211180124223602,2.347702816166847e-05,0.4099319748607992,Katherine Clark,-0.0040776122619071925,0.004101089290068861,3825.0,3585.0,2852.0,0.00017565430147964693,1538.0,0.18013729665322745,4466.0,0.0830467438288026,4583.0,2.3278046605154272e-05,3574.0,117.0,-892.0
954,0.06832298136645963,2.4579524496986827e-05,0.34788849813813144,Mark McArdle MP,0.03280625593538169,-0.032781676410884704,879.0,3521.0,3801.0,4.070961904632451e-06,3297.0,0.22735643067966185,1245.0,0.11550145421966607,1393.0,2.04879777281677e-05,3650.0,148.0,2405.0
955,0.059006211180124224,0.00706302214288937,0.5207765259784214,Hansjörg Durz,0.027273675705788356,-0.020210653562898986,1057.0,614.0,884.0,5.136734995447624e-05,2241.0,0.24417212480705244,912.0,0.13663292468996677,898.0,0.007060531635870057,613.0,-14.0,-299.0
956,0.024844720496894408,0.002315519096538335,0.45201489882250145,Florian Braun,0.006987548197279472,-0.004672029100741137,2172.0,943.0,2020.0,0.00031533519925234675,1173.0,0.20219493250631848,2064.0,0.10118819097191833,1988.0,0.0023150167649341248,909.0,-76.0,-1155.0
960,0.037267080745341616,7.172683501563054e-05,0.44242015719106736,Ignazio Corrao,0.01436432183673725,-0.01429259500172162,1656.0,2712.0,2239.0,1.3609774131323589e-05,2860.0,0.21157340250518533,1678.0,0.10684313744142433,1730.0,7.138013695452201e-05,2680.0,52.0,1002.0
964,0.009316770186335404,1.936299208879134e-06,0.3140512920873676,Valdir Colatto,-0.002233418852042748,0.002235355151251627,3418.0,4614.0,4357.0,1.0453862267122594e-06,3699.0,0.18370102018955395,3736.0,0.08567326876666254,3786.0,1.9171794394336695e-06,4612.0,50.0,876.0
968,0.06521739130434782,0.0065389789605806254,0.5764928665053437,Ulrike Lunacek,0.030962062525517246,-0.02442308356493662,940.0,625.0,395.0,0.0011592963701903736,590.0,0.22524080864328555,1303.0,0.1156333537738842,1392.0,0.00653827585167624,622.0,89.0,-681.0
974,0.0,4.849475780399966e-07,0.2817140715688534,Walter Ceballos,-0.007765999081636081,0.00776648402921412,4944.0,5105.0,4969.0,0.0,4316.0,0.17675077839072845,5313.0,0.08102049410244344,5329.0,4.800230498938253e-07,5101.0,16.0,-212.0
978,0.012422360248447204,0.0003247705247560786,0.44159711027045506,Александар Вучић,-0.0003892254421783044,0.000713995966934383,3051.0,1983.0,2255.0,0.00018712465326424347,1472.0,0.1852647637991163,3488.0,0.08672002608106837,3544.0,0.00032468011680135617,1946.0,56.0,-1542.0
979,0.006211180124223602,7.219015094410195e-07,0.3008629165058816,Arantxa Tapia,-0.0040776122619071925,0.004078334163416634,3825.0,4979.0,4614.0,0.0,4316.0,0.1802351418912903,4441.0,0.08309864987268224,4559.0,7.177704745481504e-07,4976.0,118.0,535.0
988,0.015527950310559006,0.017677173947637154,0.3983042523541773,"Annette Karl, MdL",0.0014549679676861393,0.016222205979951013,2776.0,449.0,3008.0,8.67311657719932e-07,3742.0,0.1933616881802726,2633.0,0.0984907879241268,2148.0,0.01767722720699035,449.0,-485.0,-2184.0
989,0.0,1.784447499883677e-08,0.18831066179577163,Ovidiu Raeţchi,-0.007765999081636081,0.00776601692611108,4944.0,5560.0,5534.0,0.0,4316.0,0.17650019686780832,5691.0,0.08080003635290128,5691.0,1.7756065681932443e-08,5560.0,0.0,-131.0
993,0.012422360248447204,0.0015364173128619828,0.4951863425747757,Marijana Petir,-0.0003892254421783044,0.0019256427550402872,3051.0,1160.0,1215.0,2.5717687335544882e-05,2557.0,0.1947153076920164,2513.0,0.09597431251271221,2356.0,0.0015359739747874534,1120.0,-157.0,-1393.0
994,0.012422360248447204,4.344551299834992e-06,0.17952642205009303,Hasip Kaplan,-0.0003892254421783044,0.00039356999347813935,3051.0,4321.0,5556.0,8.765149643834382e-05,1942.0,0.18389888791853656,3713.0,0.08534099669981939,3862.0,4.344502205567068e-06,4314.0,149.0,601.0
1006,0.003105590062111801,0.0005894935692834383,0.3919368397441536,Sylvia Stierstorfer,-0.005921805671771637,0.006511299241055075,4292.0,1698.0,3084.0,9.998330689513821e-08,4127.0,0.18212203521199657,4028.0,0.08576451028156501,3765.0,0.0005893270501467215,1657.0,-263.0,-2371.0
1008,0.040372670807453416,0.0002718948687102484,0.3904476715043104,Sophie Løhde,0.01620851524660169,-0.015936620377891442,1565.0,2063.0,3099.0,0.00020243427892166274,1421.0,0.20763380540927326,1828.0,0.10188111082420531,1955.0,0.00027170375701097933,2025.0,127.0,197.0
1010,0.0,1.732773303036534e-08,0.18391980903604485,José Manuel De la Sota,-0.007765999081636081,0.007766016409369111,4944.0,5566.0,5546.0,0.0,4316.0,0.17662973692764772,5443.0,0.08090513563369515,5459.0,1.7148729650296314e-08,5567.0,16.0,124.0
1013,0.0,1.732584126084971e-05,0.3248259958193247,Juliette Méadel,-0.007765999081636081,0.00778332492289693,4944.0,3734.0,4146.0,0.0,4316.0,0.17661075861011966,5473.0,0.08090060871516518,5466.0,1.730863153760084e-05,3723.0,-7.0,-1750.0
1015,0.021739130434782608,0.0026953847711420446,0.47079611824493983,Melanie Huml,0.005143354787415028,-0.0024479700162729837,2319.0,882.0,1647.0,2.1944968851092778e-06,3509.0,0.20820029225995187,1804.0,0.10749491240501073,1697.0,0.0026946194160491206,848.0,-107.0,-956.0
1016,0.0,1.4260696214495325e-08,0.21381617720956722,Ibrahim Taguri,-0.007765999081636081,0.007766013342332295,4944.0,5601.0,5390.0,0.0,4316.0,0.1767960150132551,5290.0,0.08103980468814789,5310.0,1.4120708989033742e-08,5601.0,20.0,311.0
1020,0.07142857142857142,1.717083244983127e-05,0.31244840752137215,吳益政－理想城市高雄市,0.03465044934524613,-0.0346332785127963,826.0,3737.0,4393.0,0.00013978112801647224,1718.0,0.22963675777693682,1196.0,0.11664227981924984,1360.0,1.6976140201349043e-05,3735.0,164.0,2539.0
1021,0.021739130434782608,0.032368783049371186,0.3903893826076186,Uwe Kirschstein,0.005143354787415028,0.027225428261956158,2319.0,360.0,3100.0,2.630641606875819e-07,3981.0,0.20214835626636288,2066.0,0.10977882352567575,1606.0,0.0323688521327298,360.0,-460.0,-1706.0
1032,0.024844720496894408,0.0011924655621244212,0.5989977522489224,Alan Abela-Wadge,0.006987548197279472,-0.005795082635155051,2172.0,1380.0,272.0,0.006756033596275292,102.0,0.19753158061709697,2336.0,0.09586126595308457,2365.0,0.001191311866977075,1341.0,29.0,-995.0
1035,0.015527950310559006,3.007253559525223e-06,0.3398749755063494,Mary Fallin,0.0014549679676861393,-0.0014519607141266141,2776.0,4458.0,3925.0,0.0012302551892705077,526.0,0.18663544602232562,3278.0,0.08722660428314125,3425.0,2.9879864830914137e-06,4451.0,147.0,1173.0
1037,0.3167701863354037,0.00014744116642825128,0.41419944742313164,Rona Ambrose,0.18034172872453721,-0.18019428755810896,47.0,2319.0,2791.0,0.0006877416471670168,767.0,0.4613899085043354,80.0,0.3017675373399822,151.0,0.00014386004375537294,2288.0,71.0,2208.0
1039,0.015527950310559006,2.835496230090262e-05,0.4434428949999756,Amir Khadir,0.0014549679676861393,-0.0014266130053852367,2776.0,3408.0,2230.0,0.0012749722924246339,506.0,0.18745450180018233,3173.0,0.08797056446434577,3286.0,2.8125245402255085e-05,3390.0,113.0,217.0
1055,0.003105590062111801,2.5716989339198864e-06,0.2903515628302653,Sebastiano Barbanti,-0.005921805671771637,0.005924377370705557,4292.0,4503.0,4805.0,0.0,4316.0,0.17981636776240384,4515.0,0.08333421421661144,4444.0,2.551938213238838e-06,4497.0,-71.0,-18.0
1058,0.003105590062111801,2.545703464909928e-06,0.32774879485599934,Raymundo Martínez Carbajal,-0.005921805671771637,0.005924351375236547,4292.0,4507.0,4097.0,0.0,4316.0,0.17902217282803154,4688.0,0.08251610829534127,4734.0,2.5306357468241167e-06,4501.0,46.0,-187.0
1060,0.015527950310559006,0.0001275249220932625,0.4328060843598358,Richard Bruton TD,0.0014549679676861393,-0.0013274430455928767,2776.0,2369.0,2402.0,3.0191266794841837e-05,2481.0,0.18744860033364505,3177.0,0.08804495311777646,3277.0,0.00012745442395802306,2341.0,100.0,-836.0
1061,0.006211180124223602,4.895644216948791e-07,0.28444485489031474,Maria Caulfield MP,-0.0040776122619071925,0.004078101826328887,3825.0,5104.0,4875.0,6.209318221453174e-06,3131.0,0.1836058565411826,3754.0,0.08587537019164833,3726.0,4.82701933379294e-07,5099.0,-28.0,1345.0
1062,0.003105590062111801,0.0198048609114193,0.3950787944662718,Martin Diedenhofen,-0.005921805671771637,0.02572666658319094,4292.0,429.0,3038.0,0.0,4316.0,0.18755493739665458,3163.0,0.09592527896384058,2359.0,0.01980490065913913,429.0,-804.0,-2734.0
1075,0.003105590062111801,4.725089404266841e-06,0.3327294873977132,Karina Adsbøl,-0.005921805671771637,0.005926530761175904,4292.0,4286.0,4023.0,0.0,4316.0,0.17891875165642193,4711.0,0.08242632034623167,4761.0,4.706709990333675e-06,4280.0,50.0,-431.0
1076,0.06521739130434782,0.0002547830371622423,0.5247454628179823,Christian Porter,0.030962062525517246,-0.030707279488355003,940.0,2093.0,828.0,7.1085691603324875e-06,3078.0,0.24724928740818053,853.0,0.13797524157708677,878.0,0.0002233925441892108,2121.0,25.0,1268.0
1077,0.046583850931677016,0.0006774882636503556,0.37486428710497344,David de Burgh Graham,0.01989690206633058,-0.019219413802680226,1382.0,1645.0,3299.0,4.908733176965931e-07,3848.0,0.2400205309242534,989.0,0.13624844512198914,906.0,0.0006733181568072058,1604.0,-83.0,615.0
1088,0.003105590062111801,1.3282721213521118e-06,0.3157574348671425,Deputado Vinícius Gurgel,-0.005921805671771637,0.0059231339438929895,4292.0,4762.0,4318.0,1.5686030729314186e-05,2795.0,0.17945448448569976,4603.0,0.08289648504640924,4626.0,1.3145451028068059e-06,4760.0,23.0,157.0
