زمان ایجاد,متن مطلب,نام کاربری منبع,مشاهده مطلب,آدرس مطلب,زمان ایجاد میلادی
1404-10-17 15:36:25,بعد از ظهر چهارشنبه ۱۷ دی شیراز  استیصال نیروی سرکوب (سمت راست تصویر) به علت عدم وجود نیروی کافی جهت سرکوب مردم. براساس گزارشها، همزمان در چندین منطقه از شیراز مردم شریف و غیور شیراز  درحال تقابل مستقیم با ماموران هستند!,choonkehghashange,99,https://telegram.me/choonkehghashange/13711,2026-01-07 12:06:25
1404-10-17 15:35:06,مردم قزوین رو در روی نیروهای سرکوب یگان ویژه: نیروی انتظامی برگرد بسوی ملت!!,choonkehghashange,98,https://telegram.me/choonkehghashange/13710,2026-01-07 12:05:06
1404-10-17 15:31:34,گمرک تهران سمت پاساژ بهمن ، سیل جمعیت خروشان مردمی حضور دارن!,choonkehghashange,115,https://telegram.me/choonkehghashange/13709,2026-01-07 12:01:34
1404-10-17 00:44:05,سکوت در برابر بی عدالتی همدستی با آن است...ملت شریف ایرانعزیزانمآرزومندم همواره در پناه آرامش و سلامتی باشیدجاوید ایران زیبا🌷,choonkehghashange,185,https://telegram.me/choonkehghashange/13691,2026-01-06 21:14:05
1404-10-17 00:40:19,,choonkehghashange,190,https://telegram.me/choonkehghashange/13690,2026-01-06 21:10:19
1404-10-17 00:33:18,استوری عمو پورنگ!,choonkehghashange,206,https://telegram.me/choonkehghashange/13689,2026-01-06 21:03:18
1404-10-17 00:32:28,تهرانپارس هم اکنون,choonkehghashange,218,https://telegram.me/choonkehghashange/13688,2026-01-06 21:02:28
1404-10-17 00:28:48,خلق حماسه!نوشته : انگار فیلم سینمایی بود،مشهد دختری در حال فرار از دست مامورها فریاد میزد:جاویدشاه جاویدشاه جاوید شاه!,choonkehghashange,192,https://telegram.me/choonkehghashange/13687,2026-01-06 20:58:48
1404-10-17 00:28:39,سهشنبه شانزدهم دی طنینانداز شدن شعار ملی جاویدشاه در خیابان سعدی تهران❤️,choonkehghashange,197,https://telegram.me/choonkehghashange/13686,2026-01-06 20:58:39
1404-10-17 00:23:53,🔴 فراخوان شاهزاده رضا پهلوی تو فضای مجازی فقط تو یک ساعت ۸ میلیون ویو گرفته!,choonkehghashange,197,https://telegram.me/choonkehghashange/13685,2026-01-06 20:53:53
1404-10-17 00:21:09,شما نمیدونید اینایی که تو شهرستانهای کوچیک برای اعتراضات میرن بیرون چقد پر دل و جرئتند!,choonkehghashange,193,https://telegram.me/choonkehghashange/13684,2026-01-06 20:51:09
1404-10-17 00:17:32,نصب تابلویی با نام «ترامپ» در یک خیابان در تهران!,choonkehghashange,203,https://telegram.me/choonkehghashange/13683,2026-01-06 20:47:32
1404-10-16 22:27:09,🔴 شاهزاده اولین فراخوانش رو رسما اعلام کرد : من اولین فراخوان خود را امروز با شما در میان میگذارم و از شما دعوت میکنم که این پنجشنبه و جمعه ۱۸ و ۱۹ دیماه، همزمان سر ساعت ۸ شب، همگی چه در خیابانها یا حتی از منازل خودتان شروع به سردادن شعار بکنید. درنتیجه بازخورد این حرکت، من فراخوانهای بعدی را به شما اعلام خواهم کرد.,choonkehghashange,274,https://telegram.me/choonkehghashange/13682,2026-01-06 18:57:09
1404-10-16 22:23:22,,choonkehghashange,229,https://telegram.me/choonkehghashange/13681,2026-01-06 18:53:22
1404-10-16 22:10:25,حکومت فکر کرد با چند میلیون تومن میتونه سوار این ملت بشه! اما مردم فروشگاههای حکومت را ترکوندن بدون اینکه دونه ای برنج یا اقلام خوراکی را به خونه ببرن.این ملت نه برای حجاب و نه برای غذا اومدن، اومدن تا حکومت را سرنگون کنند!,choonkehghashange,238,https://telegram.me/choonkehghashange/13680,2026-01-06 18:40:25
1404-10-16 21:37:43,,choonkehghashange,242,https://telegram.me/choonkehghashange/13679,2026-01-06 18:07:43
1404-10-16 21:32:01,تو آبدانان ایلام، عدهای وارد فروشگاه افق کوروش (وابسته به نیروهای مسلح) شدن و به این صورت کیسههای برنج رو پاره و پخش زمین کردن!,choonkehghashange,238,https://telegram.me/choonkehghashange/13678,2026-01-06 18:02:01
1404-10-16 20:24:19,بعد از کامنت زهی خیال باطل که ایلان ماسک زیر پست علی خامنهای گذاشت،جمعی از حامیان همیشهدرصحنهی حکومت، در شاهکاری کمنظیر از جهل سازمانیافته، کمپین «Block & Report» علیه خودِ ایلان ماسک راه انداختند.بله، درست خواندید.از مالک پلتفرم X خواستهانداکانت خودش را ببندد!یعنی صاحبخانه را صدا کردهاند که:«لطفاً خودت را از خانهات بیرون کن.»منطق؟ صفر مطلق.سواد رسانهای؟ زیرِ صفر، در حد دمای نادانی.درک حداقلی از جهان مدرن؟ هیچ؛ حتی در حد توضیح کودکانه.اینجا دیگر اختلافنظر سیاسی مطرح نیست؛ما با بیسوادی عریان،حماقت بیپردهو نادانیِ افتخارآمیز طرفیم؛نادانیای که نهتنها خجالتآور نیست، بلکه با اعتمادبهنفس فریاد زده میشود.واقعاً باور میکنید همین جماعت، مدعی ادارهی یک کشور متمدن، کهن و باستانی مثل ایران هستند؟کشوری با هزاران سال تاریخ،اما گرفتار کسانی که هنوز فرق«صاحب پلتفرم» و «کاربر»را هم نمیدانند.همینقدر احمق،همینقدر نادان،و دقیقاً به همین اندازه خطرناک!,choonkehghashange,242,https://telegram.me/choonkehghashange/13677,2026-01-06 16:54:19
1404-10-16 20:20:33,آبدانان آزاد شد...همه ی مردم در آبدانان به خیابان ریختند!,choonkehghashange,196,https://telegram.me/choonkehghashange/13676,2026-01-06 16:50:33
1404-10-16 19:11:03,رقص آزادی رو تو خیابونا شروع کنیم....@choonkehghashange,choonkehghashange,183,https://telegram.me/choonkehghashange/13675,2026-01-06 15:41:03
1404-10-16 19:08:52,یه چیزایی در اعتراضات این ده روز تو ایران دیدیم که هر سری همه شگفتزدهتر شدیم!دخترا و پسرای خوشچهره و موجه و آدم حسابی که جنایتکاران اسلامی چشمشون رو کور کردن اما میگن فدای سر وطنم.  کسانی که اتفاقا مثل همین  هموطنمون خیلی چیزها برای از دست دادن دارن اما خودشون با تصویر خودشون تو صفحه شخصی چنین ویدیوی دلیرانهای میذارن! بعد از اونطرف اراذل و اوباش اینستایی با قیافههای مخوف و کج و کوله که همیشه فاز گولاخ میگیرن و دائم بقیه لاتها و گنگها رو تهدید میکنن، عین موش رفتن قایم شدن نکنه پلیس فتا بهشون زنگ بزنه که چرا دو کلمه از اعتراضات حمایت کردی.  تصویر مدال آورهای جنگ جهانی که نتیجه نبردها رو تغییر دادن و شجاعتهای عجیب و غریب کردن رو سرچ کنید میبینید همیشه همین بوده. قهرمانان جنگ و نبردها گوریلهای عضلانی و عبوس که برای ما ترسیم کردن نبودن! آدمهای معمولی و باهوش و حتی ریزه میزهای بودن که فنون جنگی رو بهتر فرا میگرفتن و اجرا میکردن. شجاعت و دلاوری بخشی از کاراکترشون بوده، نه فقط یک ویترین که بخوان باهاش دیگران رو مرعوب کنن.  وقتی واقعا آلفا باشی، دیگه نیازی به آلفانمایی نداری!,choonkehghashange,180,https://telegram.me/choonkehghashange/13674,2026-01-06 15:38:52
1404-10-16 18:53:58,شهرهایی که امشب نیز در خیزش ملی حضور دارند:تهرانشیرازملکشاهی ایلاممشهدشهرکردآبدانان ایلامیزدانشهر اصفهاناصفهان بروجردلپویی شیراز و ...خیابان نادری اهواز نیز ملتهب استچهارراه پارامونت و اطراف دانشگاه شیراز متشنج استوضعیت اطراف هفت حوض تهران برای قیام امشب آماده گزارش میشودفردیس کرج و شهریار نیروهای نظامی میچرخند و وضعیت به سمت تجمع کشیده میشودمردم اراک  قزوین و بندرعباس هم برای قیام شبانه فراخوان صادر کردند!,choonkehghashange,166,https://telegram.me/choonkehghashange/13673,2026-01-06 15:23:58
1404-10-16 18:49:47,ویدیویی منتسب به ملکشاهی که گویا معترضین یه بانک رو تسخیر کردن!,choonkehghashange,185,https://telegram.me/choonkehghashange/13672,2026-01-06 15:19:47
1404-10-16 18:47:12,دقایقی پیش مردم تو ملکشاهی ایلام، به صورت مسلح به خیابونها اومدن و با نیروهای امنیتی و سرکوب درگیر شدن.به گفته منابع محلی، چند تا از مامورا تواین درگیری کشته شدن!,choonkehghashange,183,https://telegram.me/choonkehghashange/13671,2026-01-06 15:17:12
1404-10-16 18:15:23,قلب آدم مچاله میشه از دیدن اینهمه بی رحمی و قساوت.....,choonkehghashange,179,https://telegram.me/choonkehghashange/13670,2026-01-06 14:45:23
1404-10-16 18:13:10,یه طرفدار روندوم پهلوی vs طرفدار ج ا,choonkehghashange,183,https://telegram.me/choonkehghashange/13669,2026-01-06 14:43:10
1404-10-16 18:09:07,امروز را به جرات میتوان شلوغترین و گستردهترین روز اعتراضها در ۱۰ روز اخیر دانست بویژه در تهران.جمعیت با وجود تهدیدها به طور چشمگیری زیاد شده !,choonkehghashange,178,https://telegram.me/choonkehghashange/13668,2026-01-06 14:39:07
1404-10-16 18:06:11,شاهزاده رضا پهلوی تو مطلبی که واشنگتنپست از اعتراضات منتشر کرده، گفته:ایران لبِ یه تغییر اساسی و بزرگه و مردم دارن برای پس گرفتن آیندهشون جونشون رو کف دستشون میذارن.شجاعت مردم فقط با «شفافیت، آمادگی و رهبریِ مسئولانه» به نتیجه میرسه؛ هم داخل ایران، هم بین اونایی که تو دنیا اثر گذارند.از حمایت دونالد ترامپ سپاسگزارم و  این یعنی که آمریکا کنار آزادیخواهاست نه کنار حکومتی که ترس و بیثباتی صادر میکنه.اینکه تو شعارهای مردم معترض اسم من کنار آزادی و وحدت ملی میاد اصلاً طلب قدرت نیست؛ یه بارِ سنگینه که افتاده رو دوشم.,choonkehghashange,146,https://telegram.me/choonkehghashange/13667,2026-01-06 14:36:11
1404-10-16 17:08:00,در تاریخ ایران بنویسید:فقرا، فقرا را کتک میزدند تا ثروتمندان در قصرهایشان حکمرانی کنند!,choonkehghashange,204,https://telegram.me/choonkehghashange/13666,2026-01-06 13:38:00
1404-10-16 16:50:51,اگه تو اعتراضات شرکت کنیم احتمال اینکه دستگیر بشیم، باتوم بخوریم، یا به سمتمون شلیک بشه وجود داره ولی به نسبت جمعیت احتمالش میتونه خیلی پایین باشه. اما اینکه دو ماه دیگه نتونیم اجاره بدیم، گرسنه بمونیم، دارو پیدا نکنیم دیگه احتمالات نیست، کاملا واضح و واقعیه!,choonkehghashange,158,https://telegram.me/choonkehghashange/13665,2026-01-06 13:20:51
1404-10-16 16:42:15,یگان ویژه امروز در بازار یک جوان را سپر انسانی قرار داد!!!برگ  زرین جدیدی از جنایت سربازان رژیم!,choonkehghashange,191,https://telegram.me/choonkehghashange/13664,2026-01-06 13:12:15
1404-10-16 16:37:03,در این ویدیو بازار تهران مثل صحنه جنگ شده. نیروهای سرکوبگر به سوی عترضان گاز اشکآور پرت کردند و معترضان به هر سو میروند. اما در این میان شهامت یک زن ستودنی است. گاز اشک آور را برمیدارد و به سمت نیروهای سرکوبگر پرتاب میکند که با تشویق مردم مواجه میشود❤️,choonkehghashange,173,https://telegram.me/choonkehghashange/13663,2026-01-06 13:07:03
1404-10-16 16:25:09,تهران!,choonkehghashange,150,https://telegram.me/choonkehghashange/13662,2026-01-06 12:55:09
1404-10-16 16:21:35,نیروهای سرکوب گاز اشکآور به داخل بیمارستان سینا تهران، میدون حسنآباد شلیک کردند! 😐,choonkehghashange,154,https://telegram.me/choonkehghashange/13661,2026-01-06 12:51:35
1404-10-16 16:17:37,عقب نشینی گارد ویژه و تسخیر خیابانهای محدودهی هفت تیر به دست مردم دلاور تهران❤️,choonkehghashange,168,https://telegram.me/choonkehghashange/13660,2026-01-06 12:47:37
1404-10-16 16:13:59,,choonkehghashange,140,https://telegram.me/choonkehghashange/13659,2026-01-06 12:43:59
1404-10-16 16:09:20,خیابان لبافی و جمهوری تهران تجمع شکل گرفته!,choonkehghashange,143,https://telegram.me/choonkehghashange/13658,2026-01-06 12:39:20
1404-10-16 16:08:56,🔴فوریعقب نشینی گارد ویژه و تسخیر خیابانهای محدودهی هفت تیر به دست مردم!,choonkehghashange,154,https://telegram.me/choonkehghashange/13657,2026-01-06 12:38:56
1404-10-16 16:08:27,هم اکنون معترضان در متروی بهارستان تهران شعار «مرگ بر دیکتاتور» سردادند!,choonkehghashange,154,https://telegram.me/choonkehghashange/13656,2026-01-06 12:38:27
1404-10-16 16:07:41,قیام در بازار مبل یافت آباد!,choonkehghashange,92,https://telegram.me/choonkehghashange/13655,2026-01-06 12:37:41
1404-10-16 16:06:57,همین الان ترافیک اطراف بازار تهران شدید شده و همه جا قفل شده.مردم شریف تهران ملحق شدن❤️در ۱۵ نقطه تهران اطراف بازار تهران بزرگ تجمعات پراکنده ایجاد شده!سهشنبه ۱۶ دی,choonkehghashange,95,https://telegram.me/choonkehghashange/13654,2026-01-06 12:36:57
1404-10-16 16:03:17,تهران در آستانهی رسیدن به وضعیت خارج از کنترل میباشد!به علت گستردگی شهر و تعداد ناکافی نیروی حاضر در تهران، حکومت قادر به سرکوب همزمان در چند منطقه نیست.پیاده روی برای سلامتی عالیه!,choonkehghashange,103,https://telegram.me/choonkehghashange/13653,2026-01-06 12:33:17
1404-10-16 15:55:48,عزیزانمچون خیلی حساسید که آمریکا دست به منابع ایران نزنه میگم:میدونستید چین ۹۰ تا ۱۰۰٪ نفت ایران رو میخره با تخفیف تا ۳۰٪ که سالیانه میلیاردها دلار براش سود داره!در عوض ما یه گوشی موبایل یا یه ماشین بیکیفیت چینی رو باچند برابر قیمت میخریم و این توییت رو با فیلترشکن میبینیم؟!,choonkehghashange,104,https://telegram.me/choonkehghashange/13652,2026-01-06 12:25:48
1404-10-16 15:52:58,یارانه غیر قابل برداشتِ 7 دلاری دیروز  امروز تبدیل شد به 5 دلار!ومن الله توفیق....بازم میخواییم سکوت کنیم؟!!!,choonkehghashange,103,https://telegram.me/choonkehghashange/13651,2026-01-06 12:22:58
1404-10-16 15:51:13,بچه های اصفهان شب گذشته 15 دی ماه به زیبایی نیروی سرکوب را ادب کردند!❤️,choonkehghashange,98,https://telegram.me/choonkehghashange/13650,2026-01-06 12:21:13
1404-10-16 15:37:01,,choonkehghashange,107,https://telegram.me/choonkehghashange/13649,2026-01-06 12:07:01
1404-10-16 15:28:50,اتاق فکر رژیم شروع به ایجاد پروژه جدیدی جهت حواس پرتی ملت ایران از مشکلات اصلی کرده ! این حواس پرتی که قبلا در قالب جنگ و ایجاد تفرقه بین اقوام ایرانی بخصوص ترک و کرد بود حالا در شعار هایی کاملا مشکوک و سازمان یافته خود را نشان میدهد!ما تمام ملت ایران برای تمام خاک ایران میجنگیم.... هوشیار باشیم و فریب نقشه های دشمن رو نخوریم!,choonkehghashange,156,https://telegram.me/choonkehghashange/13648,2026-01-06 11:58:50
1404-10-16 15:12:39,سیل جمعیت در توپخانه تهرانبا طنین «رضاشاه روحت شاد»!,choonkehghashange,103,https://telegram.me/choonkehghashange/13646,2026-01-06 11:42:39
1404-10-16 15:10:20,امروز سهشنبه، ۱۶ دی اعتراضات گسترده در قلب تهران درحال گسترش لحظه به لحظه است.هماکنون اعتراضات در مناطق زیر جریان دارد:سه راه آذری، مولوی، سعدی جنوبی، پل حافظ، باغ سپهسالار، پامنار، لالهزار، انقلاب (چهارراه امیر اکرم)، امین حضور، متروی ۱۵ خرداد، بازار بزرگ، پاساژ پلاسکو، پاساژ علاالدین، پاساژ چارسو و …,choonkehghashange,86,https://telegram.me/choonkehghashange/13645,2026-01-06 11:40:20
1404-10-16 15:02:19,اینم گاز اشک آور شلیک شده در بازار تهران حمام چال ساخت چین!حکومت بیشرف نفت ما را میده به چین بجاش ابزار سرکوب برای خودمون میگیره!,choonkehghashange,121,https://telegram.me/choonkehghashange/13643,2026-01-06 11:32:19
1404-10-16 14:51:45,پایگاه موشکی امام علی توی خرم آباد دچار انفجار شدید شده!,choonkehghashange,117,https://telegram.me/choonkehghashange/13640,2026-01-06 11:21:45
1404-10-16 14:47:42,همه در بازار تهران شعار آزادی آزادی سر میدهند!بازار تهران همه در اعتصاب و بازاریان در حال حرکت به سمت خیابان❤️,choonkehghashange,129,https://telegram.me/choonkehghashange/13639,2026-01-06 11:17:42
1404-10-16 14:43:09,خیابون ولیعصر تهران سر بزرگمهر تجمع داره شکل میگیره❤️,choonkehghashange,24,https://telegram.me/choonkehghashange/13638,2026-01-06 11:13:09
1404-10-16 14:41:30,خیابان قزوین تهرانمردم در حال حرکت و خیزش ملی❤️,choonkehghashange,35,https://telegram.me/choonkehghashange/13637,2026-01-06 11:11:30
1404-10-16 14:40:04,سعدی جنوبیتهران هم اکنون❤️,choonkehghashange,40,https://telegram.me/choonkehghashange/13636,2026-01-06 11:10:04
1404-10-16 14:39:51,امین حضورتهران هم اکنون❤️,choonkehghashange,40,https://telegram.me/choonkehghashange/13635,2026-01-06 11:09:51
1404-10-16 14:38:23,نزدیک پل حافظ هم اکنون❤️,choonkehghashange,42,https://telegram.me/choonkehghashange/13634,2026-01-06 11:08:23
1404-10-16 14:37:42,کوچه برلن تهران همین الان ❤️,choonkehghashange,43,https://telegram.me/choonkehghashange/13633,2026-01-06 11:07:42
1404-10-16 14:36:40,سپهسالار تهران، مردم نیروهای سرکوب رو فراری دادن ❤️,choonkehghashange,44,https://telegram.me/choonkehghashange/13632,2026-01-06 11:06:40
1404-10-16 14:36:07,حمام چالتهران❤️,choonkehghashange,45,https://telegram.me/choonkehghashange/13631,2026-01-06 11:06:07
1404-10-16 14:35:42,پایتخت رسما تظاهراته❤️,choonkehghashange,44,https://telegram.me/choonkehghashange/13630,2026-01-06 11:05:42
1404-10-16 14:34:57,,choonkehghashange,43,https://telegram.me/choonkehghashange/13629,2026-01-06 11:04:57
1404-10-16 14:31:58,امروز در ایستگاه مترو ۱۵ خرداد، نیروهای امنیتی اقدام به شلیک گاز اشکآور داخل مترو کردند.این حمله در حالی صورت گرفت که بسیاری از کودکان در ایستگاه حضور داشتند!,choonkehghashange,38,https://telegram.me/choonkehghashange/13628,2026-01-06 11:01:58
1404-10-16 14:29:34,خروش مردم تهرانهم اکنون بازار بزرگ!,choonkehghashange,48,https://telegram.me/choonkehghashange/13627,2026-01-06 10:59:34
1404-10-16 14:29:24,لالزار تهرانگویا مردم دارن آتش بازی راه میندازن...سه شنبه ۱۶دیماه,choonkehghashange,50,https://telegram.me/choonkehghashange/13626,2026-01-06 10:59:24
1404-10-16 14:25:14,هم اکنون:  بازار تهرانمردم برای مقابله با گاز اشک آور آتش روشن کرده اند!۱۶ دی ماه,choonkehghashange,64,https://telegram.me/choonkehghashange/13625,2026-01-06 10:55:14
1404-10-16 14:23:55,آمریکا، حمله پلیس به بیمارستانی در ایلام رو جنایت و نقض حقوق بشر خواند!,choonkehghashange,61,https://telegram.me/choonkehghashange/13624,2026-01-06 10:53:55
1404-10-16 14:23:19,گرون باشیم، صدای پول خرد ندیم!لیاقت مردم ما گدایی نیست.ما ایرانی هستیم، وارث یکی از کهنترین تمدن های بشریت...,choonkehghashange,61,https://telegram.me/choonkehghashange/13623,2026-01-06 10:53:19
1404-10-16 14:22:33,بازار تهران قفل شد!اعتصاب کامل بازاریان دقایقی پیش!ویدیوهای تازه نشان میدهد بازاریان تهران امروز بهطور کامل دست از کار کشیدهاند؛ ضربهای سنگین به پیکر اقتصاد فرسودهای که زیر سایه جمهوری اسلامی نفس میکشد و نشانهای روشن از گسترش خیزش ملی در قلب پایتخت است.ظهر سهشنبه، ۱۶ دی؛ اعتراضات و اعتصابات گسترده در بازار تهران,choonkehghashange,63,https://telegram.me/choonkehghashange/13622,2026-01-06 10:52:33
1404-10-16 14:21:11,مردم تهران به سرعت در حال ملحق شدن به بازار هستند!,choonkehghashange,67,https://telegram.me/choonkehghashange/13621,2026-01-06 10:51:11
1404-10-16 13:42:20,بازار تهران  ۱۶ دی ۱۴۰۴مردم برای حمایت از بازار به خیابانها آمدند؛ درود به غیرت شما!امروز یکی از شلوغترین روزهای بازار تهران در تجمعات چند روز اخیر ثبت شد!!,choonkehghashange,107,https://telegram.me/choonkehghashange/13620,2026-01-06 10:12:20
1404-10-16 13:42:02,هم اکنون بازار تهرانسرای ملی!,choonkehghashange,106,https://telegram.me/choonkehghashange/13619,2026-01-06 10:12:02
1404-10-16 13:38:19,اگر این تصویر مال جرج فلوید آمریکایی هرزه بود الان تمام شبکه های صداوسیمای مفت خور در تمام بخش های خبری پوشش می دادن و کارشناسان بیشرفی مانند #فواد_ایزدی پدر مجهول ، #یاسر_جبراییلی زنازاده و #رائفی_پور ولدزنا به تفسیر ابعاد مختلف آن می پرداختن!!!!اما الان همشون خفهخون گرفتن چون پولِ چیزدادنشون از جای دیگه میاد...,choonkehghashange,112,https://telegram.me/choonkehghashange/13618,2026-01-06 10:08:19
1404-10-16 12:24:54,تجزیه ایران غیرممکنه!+ هر حرومی که میگه کشور پساز سقوط جمهوریاسلامی تجزیه میشه، مزدور حکومته!پس هوشیار باشیم و گول این حرفا رو نخوریم!,choonkehghashange,153,https://telegram.me/choonkehghashange/13617,2026-01-06 08:54:54
1404-10-16 12:19:41,علی خامنهای، دی ۶۸:رومانی را دیدید؛ چقدر پول و اسلحه برای رنگ و روغن زدن به نظامش خرج شده بود. نظم آهنین چنان بود که خودشان تصور نمیکردند روزی فرو بریزد، و ریختچائوشسکو لجاجت کرد، مردم عقبنشینی نکردنددیکتاتورهایی که با زور و اختناق علیرغم میل مردم حکومت میکنند عبرت بگیرند!!,choonkehghashange,125,https://telegram.me/choonkehghashange/13616,2026-01-06 08:49:41
1404-10-16 12:18:19,بریم خداروشکر کنیم که آمریکا نذاشت این پفیوزای دوزاری بمب اتم بسازن، وگرنه الان میزدن تو ایلام!,choonkehghashange,114,https://telegram.me/choonkehghashange/13615,2026-01-06 08:48:19
1404-10-16 12:16:11,پفیوزای دوزاری هنوز کالابرگ ندادن، ۳۰ درصد قیمتا رو افزایش دادنپول کالابرگ رو زودتر از خودمون میگیرن که بعدش لطف کنن مثل یه تیکه استخون پرت کنن جلومون !,choonkehghashange,115,https://telegram.me/choonkehghashange/13614,2026-01-06 08:46:11
1404-10-16 12:12:56,یعنی سال آینده که بازم راهی کربلا میشید تا برای تنهایی حسین عزاداری کنید حین عبور از ایلام با دیدن چشمهای مردم آنجا شرم نخواهید کرد؟مردمانی بسیار تنها و ستم دیده که با دستانِ خالی به رگبار بسته شدند....,choonkehghashange,91,https://telegram.me/choonkehghashange/13613,2026-01-06 08:42:56
1404-10-16 12:09:17,پس بگو چرا دیگه از تی وی رابین هود پخش نکردن!!!,choonkehghashange,71,https://telegram.me/choonkehghashange/13612,2026-01-06 08:39:17
1404-10-16 12:04:52,هر چقدر هم سعی کنند جلوی اعتراضات با هر میزان خشونت را بگیرند ، گرانی بسیار شدیدی در راه است و  باز اعتراضات شروع میشه!بقای مردم در برابر بقای حکومت قرار گرفته!,choonkehghashange,80,https://telegram.me/choonkehghashange/13611,2026-01-06 08:34:52
1404-10-16 12:03:05,,choonkehghashange,77,https://telegram.me/choonkehghashange/13610,2026-01-06 08:33:05
1404-10-16 01:17:12,"تنها حکومتی در جهان هستیم که هم مدعی هستیم ""دشمن هیچ غلطی نمیتواند بکند""،  هم مدعی هستیم که ""همهٔ مشکلات کار دشمن است""!استفاده از این دو گزینه اونم همزمان ، بستگی به شرایط و فهم و شعور مردم دارد!",choonkehghashange,190,https://telegram.me/choonkehghashange/13609,2026-01-05 21:47:12
1404-10-15 23:26:23,کور بشن چشمهایی که روی کشورای غریبه بودن ولی رو کشور خودشون نه!,choonkehghashange,234,https://telegram.me/choonkehghashange/13608,2026-01-05 19:56:23
1404-10-15 23:20:30,خروش مردم تهران درتهرانسرنارمکدولت آباددردشتسپهسالارنازی آبادهفت حوض و....,choonkehghashange,222,https://telegram.me/choonkehghashange/13607,2026-01-05 19:50:30
1404-10-15 23:20:06,,choonkehghashange,215,https://telegram.me/choonkehghashange/13606,2026-01-05 19:50:06
1404-10-15 23:19:16,,choonkehghashange,212,https://telegram.me/choonkehghashange/13605,2026-01-05 19:49:16
1404-10-15 23:17:07,پمپ بنزین دولت آباد تهران آتش زده شد!!!,choonkehghashange,193,https://telegram.me/choonkehghashange/13604,2026-01-05 19:47:07
1404-10-15 23:08:55,پانزدهم دیماه ۱۴۰۴ اعتراضات شبانه مردم غیور ایران درفردیس کرجنورآباد دلفانسُنقر از کرمانشاهیاسوجکوشک خمینی شهر اصفهانبهبهانساریدانشگاه شیرازسقز کرمانشاهقهدریجاننورآباد ممسنی فارسشهریارمشکان فارسشاه آباد اسلام آباد غربدانشگاه بیرجندقزوینمشهدبمپور سیستان بلوچستانشهرقدساراک و ...,choonkehghashange,216,https://telegram.me/choonkehghashange/13603,2026-01-05 19:38:55
1404-10-15 23:06:38,فوریدر پی کشته شدن یک جوان دیگر در ایلام مردم ایلام به خیابان آمدند و نزدیک بیمارستان خمینی تظاهرات شروع شده!,choonkehghashange,206,https://telegram.me/choonkehghashange/13602,2026-01-05 19:36:38
1404-10-15 23:04:07,شاهزاده رضا پهلوی : کاری که با مردم ملکشاهی کردن؛ تیر زدن به مردم، کشتن جوونا و بعدشم حمله به بیمارستان ایلام،  یه جنایت واضحه و منو یاد جمعهی خونین زاهدان میندازه؛رژیمی که به مردم بیسلاح شلیک میکنه و حتی به بیمارستان هم حمله میکنه، هیچ مشروعیتی نداره و رفتنیه.من با مردم شریف ملکشاهی و ایلام همدردم و مطمئن باشید سران فاسد جمهوری اسلامی بابت این جنایتها بالاخره تاوان پس میدن!,choonkehghashange,207,https://telegram.me/choonkehghashange/13601,2026-01-05 19:34:07
1404-10-15 22:16:43,تصمیم حکومت برای واریز یارانه یک میلیون تومانی در ماه برای هر فرد، آخرین تلاش حکومت است برای فرار از خشم فراگیر جامعه و ساکت کردن اعتراضات سراسری. از سوی دیگر نشان میدهد آقایان هنوز فکر میکنند این اعتراضات صرفاً معیشتی است. باید به آنها گفت: آن سبو بشکست و آن پیمانه ریخت!,choonkehghashange,215,https://telegram.me/choonkehghashange/13600,2026-01-05 18:46:43
1404-10-15 20:22:35,,choonkehghashange,229,https://telegram.me/choonkehghashange/13599,2026-01-05 16:52:35
1404-10-15 20:20:54,🛑 الگوی مبارزاتی خرم آبادیها 🛑خط اول رو نگاه کنید، لیدرهای شجاعخط دوم جوانان و نوجوانان شیر دلسپس حمله همه جانبه بدون ترسو همگی به تنها سلاحشون یعنی سنگ مجهز هستنبه خوبی از قاتلان شناخت دارن به همین  خاطر کوچکترین رحمی نمیکنندکسی بیتفاوت نیست، حتی فیلمبردار هم درخط مقدم است.در کمتر از یک دقیقه خیابونو گرفتن و نیروهای حکومتی فرار کردن!,choonkehghashange,226,https://telegram.me/choonkehghashange/13598,2026-01-05 16:50:54
1404-10-15 20:17:23,گزارشاتی از درگیری شدید در «نارمک» تهران!وضعیت تهرانسر امنیتی گزارش میشود!سمنان میدان امام رضا و مشاهیر بصورت پراکنده تظاهراته!,choonkehghashange,221,https://telegram.me/choonkehghashange/13597,2026-01-05 16:47:23
1404-10-15 20:15:34,فقط امضای ترامپ!,choonkehghashange,220,https://telegram.me/choonkehghashange/13596,2026-01-05 16:45:34
1404-10-15 19:48:56,,choonkehghashange,288,https://telegram.me/choonkehghashange/13595,2026-01-05 16:18:56
1404-10-15 19:48:25,"سناتور گراهام و ترامپ با کلاهِ ""ایران را دوباره بزرگ کن""!",choonkehghashange,149,https://telegram.me/choonkehghashange/13594,2026-01-05 16:18:25
1404-10-15 19:47:59,یادتونه آبان ۹۸ در دوران روحانی حروم لقمه و هزارپدر مردم رو به رگبار بستند که بنزین ۵۰۰ تومنی به ونزوئلا صادر کنند؟,choonkehghashange,152,https://telegram.me/choonkehghashange/13593,2026-01-05 16:17:59
